Product,ProductFeature,SentimentCategory,SentimentScore,CommonIssues
Product_D,Design,Negative,0.34,Better alternatives exist
Product_D,Value for Money,Positive,0.45,Too expensive
Product_A,Ease of Use,Negative,0.4,Doesn't work as expected
Product_A,Ease of Use,Neutral,0.42,Too expensive
Product_D,Ease of Use,Negative,0.79,Poor aesthetics
Product_B,Design,Negative,0.47,Looks outdated
Product_C,Value for Money,Positive,0.38,Doesn't work as expected
Product_A,Durability,Negative,0.5,Not sturdy
Product_D,Durability,Positive,0.39,Wears out quickly
Product_C,Functionality,Negative,0.38,Hard to understand
Product_B,Durability,Neutral,0.75,Looks outdated
Product_B,Functionality,Neutral,0.88,Poor aesthetics
Product_A,Durability,Negative,0.57,Looks outdated
Product_E,Design,Neutral,0.45,Doesn't work as expected
Product_C,Functionality,Positive,0.54,Not user-friendly
Product_A,Ease of Use,Neutral,0.56,Not worth the price
Product_D,Design,Neutral,-0.0,Limited features
Product_C,Ease of Use,Negative,0.38,Difficult to operate
Product_B,Design,Neutral,0.68,Looks outdated
Product_D,Design,Negative,0.17,Looks outdated
Product_A,Ease of Use,Neutral,0.35,Difficult to operate
Product_A,Design,Neutral,0.65,Limited features
Product_A,Value for Money,Negative,0.04,Too expensive
Product_B,Value for Money,Neutral,0.55,Poor aesthetics
Product_D,Value for Money,Positive,0.34,Looks outdated
Product_B,Value for Money,Negative,0.36,Doesn't work as expected
Product_D,Ease of Use,Neutral,0.67,Wears out quickly
Product_C,Value for Money,Negative,0.54,Wears out quickly
Product_D,Functionality,Positive,0.43,Not user-friendly
Product_D,Durability,Negative,0.31,Too many steps
Product_E,Value for Money,Negative,0.4,Too expensive
Product_D,Functionality,Positive,0.27,Too many steps
Product_B,Functionality,Positive,0.36,Poor aesthetics
Product_E,Ease of Use,Positive,0.22,Not sturdy
Product_E,Value for Money,Negative,0.26,Better alternatives exist
Product_E,Durability,Negative,0.49,Looks outdated
Product_A,Design,Neutral,0.24,Better alternatives exist
Product_B,Functionality,Neutral,0.64,Wears out quickly
Product_E,Value for Money,Positive,0.5,Uncomfortable
Product_D,Design,Positive,0.82,Doesn't work as expected
Product_A,Ease of Use,Negative,0.73,Poor aesthetics
Product_E,Ease of Use,Positive,0.38,Too expensive
Product_D,Design,Neutral,0.58,Wears out quickly
Product_A,Ease of Use,Neutral,0.19,Breaks easily
Product_A,Value for Money,Positive,0.81,Better alternatives exist
Product_E,Ease of Use,Positive,0.58,Looks outdated
Product_B,Value for Money,Negative,0.53,Better alternatives exist
Product_A,Functionality,Positive,0.29,Poor aesthetics
Product_E,Functionality,Positive,0.4,Wears out quickly
Product_B,Ease of Use,Neutral,0.51,Hard to understand
Product_A,Durability,Negative,0.64,Not user-friendly
Product_B,Design,Positive,0.12,Looks outdated
Product_A,Design,Neutral,0.42,Limited features
Product_B,Value for Money,Neutral,0.79,Doesn't work as expected
Product_C,Value for Money,Neutral,0.83,Uncomfortable
Product_A,Design,Neutral,0.49,Better alternatives exist
Product_A,Design,Negative,0.8,Difficult to operate
Product_C,Ease of Use,Neutral,0.41,Doesn't work as expected
Product_D,Functionality,Positive,0.71,Better alternatives exist
Product_D,Value for Money,Negative,0.75,Uncomfortable
Product_B,Ease of Use,Positive,0.52,Better alternatives exist
Product_D,Durability,Negative,0.36,Not sturdy
Product_C,Durability,Neutral,0.43,Breaks easily
Product_C,Durability,Negative,0.41,Difficult to operate
Product_D,Ease of Use,Negative,0.54,Not worth the price
Product_B,Ease of Use,Neutral,0.78,Not user-friendly
Product_A,Ease of Use,Negative,0.4,Looks outdated
Product_E,Value for Money,Neutral,0.68,Not worth the price
Product_C,Design,Negative,0.31,Better alternatives exist
Product_E,Functionality,Neutral,0.69,Too many steps
Product_A,Value for Money,Negative,0.41,Poor aesthetics
Product_D,Durability,Positive,0.07,Too many steps
Product_B,Durability,Negative,0.64,Better alternatives exist
Product_E,Design,Positive,0.77,Limited features
Product_D,Durability,Negative,0.48,Doesn't work as expected
Product_D,Ease of Use,Positive,0.48,Uncomfortable
Product_A,Functionality,Positive,0.44,Limited features
Product_E,Durability,Neutral,0.65,Too many steps
Product_D,Value for Money,Positive,0.39,Uncomfortable
Product_A,Functionality,Neutral,0.55,Looks outdated
Product_B,Ease of Use,Positive,0.72,Breaks easily
Product_D,Functionality,Negative,0.34,Looks outdated
Product_D,Design,Positive,0.69,Better alternatives exist
Product_D,Functionality,Neutral,0.55,Limited features
Product_D,Value for Money,Positive,0.64,Breaks easily
Product_D,Durability,Neutral,0.67,Looks outdated
Product_C,Ease of Use,Neutral,0.1,Hard to understand
Product_A,Design,Positive,0.62,Hard to understand
Product_B,Design,Negative,0.42,Looks outdated
Product_C,Durability,Negative,0.44,Better alternatives exist
Product_E,Ease of Use,Positive,0.6,Not worth the price
Product_E,Value for Money,Negative,0.85,Uncomfortable
Product_A,Ease of Use,Negative,0.73,Breaks easily
Product_A,Ease of Use,Positive,0.48,Looks outdated
Product_B,Design,Negative,0.59,Limited features
Product_A,Functionality,Positive,0.76,Limited features
Product_B,Functionality,Positive,0.15,Poor aesthetics
Product_A,Design,Positive,0.21,Hard to understand
Product_E,Durability,Positive,0.48,Poor aesthetics
Product_C,Value for Money,Neutral,0.59,Limited features
Product_A,Value for Money,Neutral,0.2,Too expensive
Product_E,Functionality,Positive,0.51,Limited features
Product_C,Ease of Use,Negative,0.79,Too many steps
Product_E,Design,Neutral,0.61,Looks outdated
Product_A,Ease of Use,Positive,0.7,Not user-friendly
Product_D,Value for Money,Negative,0.42,Not user-friendly
Product_B,Value for Money,Neutral,0.66,Limited features
Product_D,Design,Positive,0.64,Looks outdated
Product_E,Design,Positive,0.37,Difficult to operate
Product_B,Value for Money,Negative,0.39,Better alternatives exist
Product_A,Ease of Use,Positive,0.6,Not sturdy
Product_E,Durability,Negative,0.83,Not sturdy
Product_E,Value for Money,Neutral,0.44,Uncomfortable
Product_E,Functionality,Positive,0.21,Looks outdated
Product_D,Ease of Use,Neutral,0.54,Doesn't work as expected
Product_B,Design,Neutral,0.31,Not user-friendly
Product_A,Ease of Use,Positive,0.45,Too many steps
Product_A,Value for Money,Positive,0.49,Doesn't work as expected
Product_D,Design,Negative,0.86,Not sturdy
Product_E,Design,Neutral,0.72,Wears out quickly
Product_C,Ease of Use,Neutral,0.24,Limited features
Product_E,Ease of Use,Neutral,0.38,Not worth the price
Product_A,Functionality,Neutral,0.63,Not worth the price
Product_D,Ease of Use,Positive,0.7,Difficult to operate
Product_B,Durability,Negative,0.47,Doesn't work as expected
Product_A,Functionality,Negative,0.2,Not user-friendly
Product_E,Ease of Use,Neutral,0.7,Breaks easily
Product_B,Functionality,Negative,0.69,Hard to understand
Product_D,Design,Negative,0.59,Not user-friendly
Product_A,Ease of Use,Negative,0.45,Looks outdated
Product_A,Durability,Negative,0.65,Doesn't work as expected
Product_C,Ease of Use,Negative,0.47,Looks outdated
Product_D,Ease of Use,Neutral,0.61,Limited features
Product_C,Durability,Positive,0.72,Wears out quickly
Product_E,Ease of Use,Negative,0.08,Breaks easily
Product_E,Ease of Use,Negative,0.42,Not worth the price
Product_D,Ease of Use,Negative,0.84,Uncomfortable
Product_D,Value for Money,Neutral,0.29,Breaks easily
Product_D,Ease of Use,Negative,0.74,Not user-friendly
Product_D,Value for Money,Positive,1.01,Not sturdy
Product_B,Durability,Neutral,0.41,Difficult to operate
Product_D,Value for Money,Neutral,0.48,Breaks easily
Product_C,Durability,Positive,0.52,Wears out quickly
Product_D,Value for Money,Positive,0.21,Hard to understand
Product_D,Value for Money,Neutral,0.46,Difficult to operate
Product_A,Design,Negative,0.37,Wears out quickly
Product_E,Ease of Use,Neutral,0.46,Difficult to operate
Product_B,Functionality,Positive,0.52,Not user-friendly
Product_D,Durability,Negative,0.49,Too many steps
Product_C,Ease of Use,Positive,0.04,Too expensive
Product_D,Value for Money,Positive,0.69,Limited features
Product_D,Value for Money,Neutral,0.56,Doesn't work as expected
Product_A,Functionality,Negative,0.39,Wears out quickly
Product_B,Value for Money,Neutral,0.58,Better alternatives exist
Product_D,Design,Neutral,0.42,Hard to understand
Product_B,Functionality,Positive,0.44,Not worth the price
Product_A,Ease of Use,Positive,0.18,Limited features
Product_E,Functionality,Positive,0.47,Wears out quickly
Product_E,Design,Negative,0.71,Uncomfortable
Product_D,Design,Negative,0.3,Limited features
Product_D,Durability,Neutral,0.77,Too many steps
Product_E,Design,Neutral,0.84,Wears out quickly
Product_B,Value for Money,Neutral,0.73,Too many steps
Product_E,Ease of Use,Negative,0.32,Breaks easily
Product_E,Functionality,Neutral,0.3,Wears out quickly
Product_C,Value for Money,Negative,0.38,Better alternatives exist
Product_E,Ease of Use,Neutral,0.72,Not user-friendly
Product_E,Design,Neutral,0.4,Poor aesthetics
Product_B,Value for Money,Negative,0.47,Uncomfortable
Product_A,Value for Money,Positive,0.42,Too many steps
Product_A,Ease of Use,Negative,0.49,Doesn't work as expected
Product_B,Design,Negative,0.18,Doesn't work as expected
Product_A,Ease of Use,Negative,0.32,Poor aesthetics
Product_E,Design,Negative,0.54,Not worth the price
Product_C,Ease of Use,Neutral,0.7,Not user-friendly
Product_D,Functionality,Negative,0.33,Not sturdy
Product_B,Value for Money,Negative,0.37,Not user-friendly
Product_B,Durability,Neutral,0.38,Better alternatives exist
Product_B,Value for Money,Negative,0.29,Breaks easily
Product_E,Design,Positive,0.41,Poor aesthetics
Product_D,Ease of Use,Positive,0.48,Not sturdy
Product_B,Ease of Use,Positive,0.47,Too expensive
Product_D,Design,Neutral,0.27,Wears out quickly
Product_D,Ease of Use,Positive,0.37,Not worth the price
Product_C,Functionality,Negative,0.7,Too expensive
Product_A,Design,Negative,0.23,Not user-friendly
Product_B,Durability,Positive,0.54,Too many steps
Product_E,Design,Positive,0.72,Not user-friendly
Product_B,Functionality,Positive,0.53,Uncomfortable
Product_A,Value for Money,Neutral,0.41,Looks outdated
Product_D,Functionality,Neutral,0.66,Not user-friendly
Product_C,Design,Neutral,0.79,Doesn't work as expected
Product_D,Value for Money,Positive,0.43,Limited features
Product_A,Durability,Positive,0.49,Breaks easily
Product_C,Design,Neutral,0.21,Better alternatives exist
Product_B,Durability,Negative,0.62,Too expensive
Product_B,Functionality,Positive,0.29,Looks outdated
Product_A,Design,Neutral,0.02,Hard to understand
Product_E,Functionality,Negative,0.33,Not user-friendly
Product_C,Ease of Use,Neutral,0.44,Hard to understand
Product_C,Design,Neutral,0.49,Limited features
Product_B,Design,Neutral,0.45,Difficult to operate
Product_B,Value for Money,Neutral,0.65,Looks outdated
Product_E,Design,Neutral,0.52,Too many steps
Product_A,Functionality,Negative,0.49,Limited features
Product_A,Durability,Negative,0.3,Difficult to operate
Product_A,Functionality,Positive,0.17,Looks outdated
Product_C,Durability,Negative,0.56,Difficult to operate
Product_E,Ease of Use,Positive,0.36,Too many steps
Product_C,Functionality,Negative,0.56,Too expensive
Product_B,Ease of Use,Neutral,0.28,Wears out quickly
Product_D,Durability,Positive,0.46,Doesn't work as expected
Product_B,Value for Money,Negative,0.79,Not user-friendly
Product_B,Ease of Use,Negative,0.47,Difficult to operate
Product_E,Durability,Positive,0.97,Wears out quickly
Product_B,Durability,Positive,0.52,Not user-friendly
Product_D,Functionality,Negative,0.35,Not worth the price
Product_B,Value for Money,Negative,0.48,Not sturdy
Product_E,Ease of Use,Negative,0.44,Limited features
Product_B,Design,Neutral,0.68,Hard to understand
Product_B,Durability,Neutral,0.64,Poor aesthetics
Product_C,Value for Money,Positive,0.77,Too many steps
Product_A,Ease of Use,Neutral,0.39,Looks outdated
Product_B,Design,Negative,0.24,Looks outdated
Product_A,Ease of Use,Positive,0.25,Doesn't work as expected
Product_C,Ease of Use,Positive,0.3,Doesn't work as expected
Product_B,Functionality,Positive,0.33,Limited features
Product_D,Value for Money,Neutral,0.45,Difficult to operate
Product_B,Functionality,Positive,0.38,Difficult to operate
Product_C,Ease of Use,Positive,0.52,Better alternatives exist
Product_C,Ease of Use,Neutral,0.59,Breaks easily
Product_B,Ease of Use,Neutral,0.3,Too many steps
Product_E,Durability,Neutral,0.56,Breaks easily
Product_D,Functionality,Negative,0.44,Not user-friendly
Product_C,Ease of Use,Negative,0.38,Difficult to operate
Product_D,Ease of Use,Neutral,0.64,Looks outdated
Product_E,Design,Positive,0.79,Doesn't work as expected
Product_A,Functionality,Neutral,0.39,Difficult to operate
Product_C,Durability,Positive,0.5,Doesn't work as expected
Product_D,Value for Money,Neutral,0.45,Doesn't work as expected
Product_E,Value for Money,Positive,0.67,Wears out quickly
Product_E,Value for Money,Negative,0.57,Poor aesthetics
Product_D,Functionality,Neutral,0.36,Difficult to operate
Product_C,Value for Money,Neutral,0.61,Looks outdated
Product_C,Ease of Use,Neutral,0.32,Limited features
Product_A,Ease of Use,Positive,0.46,Hard to understand
Product_C,Durability,Neutral,0.39,Poor aesthetics
Product_B,Design,Negative,0.32,Wears out quickly
Product_E,Value for Money,Positive,0.43,Poor aesthetics
Product_B,Ease of Use,Neutral,0.51,Wears out quickly
Product_D,Durability,Negative,0.19,Hard to understand
Product_A,Functionality,Neutral,-0.06,Poor aesthetics
Product_B,Ease of Use,Neutral,0.62,Doesn't work as expected
Product_C,Design,Negative,0.25,Breaks easily
Product_A,Design,Neutral,0.46,Difficult to operate
Product_B,Value for Money,Negative,-0.18,Hard to understand
Product_A,Durability,Neutral,0.51,Too expensive
Product_C,Value for Money,Neutral,0.33,Hard to understand
Product_B,Design,Positive,0.69,Too expensive
Product_E,Value for Money,Negative,0.74,Hard to understand
Product_E,Functionality,Neutral,0.59,Wears out quickly
Product_A,Ease of Use,Negative,0.67,Hard to understand
Product_E,Durability,Positive,0.53,Difficult to operate
Product_B,Value for Money,Positive,0.55,Hard to understand
Product_E,Functionality,Positive,0.48,Poor aesthetics
Product_C,Durability,Neutral,0.67,Limited features
Product_C,Value for Money,Negative,0.41,Uncomfortable
Product_E,Value for Money,Positive,0.81,Limited features
Product_C,Design,Positive,0.49,Looks outdated
Product_A,Value for Money,Positive,0.5,Difficult to operate
Product_A,Ease of Use,Negative,0.48,Wears out quickly
Product_E,Value for Money,Neutral,0.78,Not worth the price
Product_A,Design,Negative,0.46,Difficult to operate
Product_B,Durability,Neutral,0.48,Uncomfortable
Product_C,Design,Neutral,0.68,Poor aesthetics
Product_D,Durability,Neutral,0.46,Uncomfortable
Product_E,Value for Money,Negative,0.31,Not user-friendly
Product_A,Design,Neutral,0.55,Limited features
Product_B,Durability,Positive,0.46,Wears out quickly
Product_E,Functionality,Neutral,0.7,Too expensive
Product_C,Design,Neutral,0.21,Uncomfortable
Product_C,Design,Neutral,0.54,Poor aesthetics
Product_D,Design,Positive,0.45,Looks outdated
Product_A,Design,Positive,0.26,Uncomfortable
Product_C,Ease of Use,Negative,0.27,Doesn't work as expected
Product_D,Ease of Use,Neutral,0.48,Better alternatives exist
Product_B,Ease of Use,Positive,0.19,Hard to understand
Product_B,Ease of Use,Positive,0.4,Uncomfortable
Product_C,Value for Money,Negative,0.77,Poor aesthetics
Product_E,Functionality,Positive,0.82,Limited features
Product_C,Value for Money,Positive,0.19,Doesn't work as expected
Product_A,Design,Positive,0.87,Difficult to operate
Product_C,Functionality,Negative,0.46,Not worth the price
Product_C,Durability,Neutral,0.26,Poor aesthetics
Product_C,Functionality,Negative,0.7,Looks outdated
Product_A,Durability,Positive,0.58,Better alternatives exist
Product_D,Value for Money,Negative,0.41,Hard to understand
Product_A,Value for Money,Negative,0.51,Better alternatives exist
Product_B,Functionality,Positive,0.82,Better alternatives exist
Product_E,Durability,Neutral,0.13,Looks outdated
Product_E,Functionality,Positive,0.52,Too many steps
Product_A,Durability,Neutral,0.77,Wears out quickly
Product_B,Ease of Use,Neutral,0.48,Wears out quickly
Product_E,Functionality,Neutral,0.58,Hard to understand
Product_C,Value for Money,Negative,0.27,Uncomfortable
Product_E,Value for Money,Neutral,0.41,Breaks easily
